Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,castor.castor_0,castor.castor_1,castor.castor_2,castor.castor_3,segway.segway_0,segway.segway_1,segway.segway_2,segway.segway_3
1669927768.4307296,3117,1669927768,430443048,,-2.5566347176209092e-05,2.5566347176209092e-05,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.4406633,3118,1669927768,440403223,,-2.5566347176209092e-05,2.5566347176209092e-05,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.4506578,3119,1669927768,450433492,,-2.5566347176209092e-05,2.5566347176209092e-05,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.4608054,3120,1669927768,460411787,,-2.5566347176209092e-05,2.5566347176209092e-05,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.4706347,3121,1669927768,470415592,,-2.5566347176209092e-05,2.5566347176209092e-05,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.4808612,3122,1669927768,480457544,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.490622,3123,1669927768,490417718,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.5005956,3124,1669927768,500393867,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.5108657,3125,1669927768,510454893,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.5209858,3126,1669927768,520566701,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.53057,3127,1669927768,530422925,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.5405188,3128,1669927768,540377616,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.5506415,3129,1669927768,550401210,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.5605757,3130,1669927768,560383081,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.571375,3131,1669927768,570809841,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.5810914,3132,1669927768,580502033,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.591073,3133,1669927768,590483665,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6008928,3134,1669927768,600505352,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6108797,3135,1669927768,610479593,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6209176,3136,1669927768,620476007,,-2.5566347176209092e-05,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6306155,3137,1669927768,630382061,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6409233,3138,1669927768,640470981,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.650951,3139,1669927768,650463819,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6610007,3140,1669927768,660491943,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6710353,3141,1669927768,670568227,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6807246,3142,1669927768,680447340,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.6910386,3143,1669927768,690500974,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7007542,3144,1669927768,700486898,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7111278,3145,1669927768,710575103,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7206202,3146,1669927768,720453977,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7308073,3147,1669927768,730431079,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.74058,3148,1669927768,740410566,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.750892,3149,1669927768,750484228,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7608027,3150,1669927768,760431528,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7710242,3151,1669927768,770601987,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7805707,3152,1669927768,780399799,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.7905672,3153,1669927768,790397644,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8007107,3154,1669927768,800418138,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.810616,3155,1669927768,810379266,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8209617,3156,1669927768,820399045,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8305993,3157,1669927768,830389022,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.840701,3158,1669927768,840434074,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8506749,3159,1669927768,850415945,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8606424,3160,1669927768,860412359,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8708131,3161,1669927768,870423316,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8807247,3162,1669927768,880425691,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.8907266,3163,1669927768,890424489,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.9010434,3164,1669927768,900492906,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.9108632,3165,1669927768,910485982,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
1669927768.9208798,3166,1669927768,920464277,,0.0,0.0,2.5566347176209092e-05,-2.5566347176209092e-05,10,99,15,107
